p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1,1,1,2,1,25,1,1,1,3,1,1,1
1,1,1,1,1,9,1,1,1,3,1,1,4
1,1,1,1,1,30,1,1,1,3,1,1,3
1,1,1,1,1,45,1,1,1,8,1,1,4
1,1,1,1,1,24,1,1,1,7,1,1,4
1,1,1,2,1,51,1,1,1,8,1,1,1
1,1,1,1,1,2,1,1,1,5,1,1,1
1,1,1,1,1,19,1,1,1,5,1,1,5
1,1,1,1,1,6,1,1,1,4,1,1,4
1,1,1,1,1,1,1,1,1,9,1,1,1
1,1,1,4,1,50,1,1,1,1,1,1,1
1,1,1,1,1,39,1,1,1,2,1,1,8
1,1,1,1,1,50,1,1,1,8,1,1,6
1,1,1,1,1,11,1,1,1,2,1,1,6
1,1,1,1,1,147,1,1,1,6,1,1,2
1,1,1,3,1,21,1,1,1,1,1,1,1
1,1,1,2,1,15,1,1,1,3,1,1,3
1,1,1,1,1,30,1,1,1,8,1,1,3
1,1,1,1,1,33,1,1,1,7,1,1,8
1,1,1,4,1,8,1,1,1,12,1,1,2
1,1,1,3,1,56,1,1,1,1,1,1,1
1,1,1,1,1,33,1,1,1,1,1,1,4
1,1,1,1,1,23,1,1,1,4,1,1,3
1,1,1,1,1,15,1,1,1,1,1,1,3
1,1,1,3,1,22,1,1,1,2,1,1,1
1,1,1,1,1,70,1,1,1,13,1,1,2
1,1,1,1,1,20,1,1,1,6,1,1,3
1,1,1,2,1,18,1,1,1,17,1,1,1
1,1,1,3,1,37,1,1,1,1,1,1,1
1,1,1,1,1,2,1,1,1,3,1,1,2
1,1,1,1,1,25,1,1,1,4,1,1,5
1,1,1,3,1,29,1,1,1,16,1,1,1
1,1,1,4,1,5,1,1,1,12,1,1,1
1,1,1,2,1,14,1,1,1,6,1,1,1
1,1,1,1,1,30,1,1,1,1,1,1,5
1,1,1,2,1,20,1,1,1,8,1,1,1
1,1,1,1,1,78,1,1,1,3,1,1,12
1,1,1,1,1,8,1,1,1,5,1,1,3
1,1,1,4,1,35,1,1,1,2,1,1,1
1,1,1,1,1,43,1,1,1,7,1,1,2
1,1,1,1,1,3,1,1,1,14,1,1,2
1,1,1,1,1,41,1,1,1,10,1,1,2
1,1,1,1,1,12,1,1,1,2,1,1,7
1,1,1,5,1,7,1,1,1,8,1,1,1
1,1,1,1,1,16,1,1,1,4,1,1,11
1,1,1,2,1,8,1,1,1,1,1,1,1
1,1,1,3,1,7,1,1,1,5,1,1,1
1,1,1,1,1,5,1,1,1,4,1,1,1
1,1,1,4,1,19,1,1,1,4,1,1,1
1,1,1,1,1,97,1,1,1,8,1,1,8
1,1,1,1,1,12,1,1,1,4,1,1,2
1,1,1,1,1,24,1,1,1,4,1,1,4
1,1,1,1,1,22,1,1,1,2,1,1,2
1,1,1,2,1,12,1,1,1,1,1,1,1
1,1,1,1,1,61,1,1,1,7,1,1,4
1,1,1,3,1,33,1,1,1,4,1,1,1
1,1,1,1,1,5,1,1,1,11,1,1,2
1,1,1,1,1,1,1,1,1,6,1,1,1
1,1,1,4,1,5,1,1,1,1,1,1,1
1,1,1,2,1,35,1,1,1,2,1,1,4
1,1,1,2,1,21,1,1,1,2,1,1,3
1,1,1,1,1,43,1,1,1,6,1,1,3
1,1,1,1,1,62,1,1,1,3,1,1,3
1,1,1,1,1,7,1,1,1,2,1,1,2
1,1,1,1,1,1,1,1,1,17,1,1,1
1,1,1,7,1,34,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,13,1,1,1
1,1,1,4,1,13,1,1,1,8,1,1,5
1,1,1,2,1,18,1,1,1,1,1,1,1
1,1,1,1,1,25,1,1,1,1,1,1,4
1,1,1,2,1,162,1,1,1,1,1,1,1
1,1,1,1,1,50,1,1,1,6,1,1,4
1,1,1,1,1,1,1,1,1,3,1,1,1
1,1,1,1,1,75,1,1,1,13,1,1,5
1,1,1,6,1,45,1,1,1,7,1,1,1
1,1,1,1,1,8,1,1,1,16,1,1,3
1,1,1,1,1,32,1,1,1,3,1,1,7
1,1,1,2,1,65,1,1,1,2,1,1,1
1,1,1,6,1,9,1,1,1,3,1,1,2
1,1,1,3,1,19,1,1,1,6,1,1,2
1,1,1,1,1,69,1,1,1,2,1,1,6
1,1,1,1,1,15,1,1,1,3,1,1,3
1,1,1,1,1,32,1,1,1,18,1,1,5
1,1,1,1,1,69,1,1,1,13,1,1,3
1,1,1,2,1,42,1,1,1,4,1,1,1
1,1,1,2,1,7,1,1,1,9,1,1,1
1,1,1,1,1,1,1,1,1,7,1,1,1
1,1,1,2,1,68,1,1,1,4,1,1,5
1,1,1,1,1,3,1,1,1,1,1,1,1
1,1,1,1,1,32,1,1,1,3,1,1,2
1,1,1,4,1,21,1,1,1,1,1,1,1
1,1,1,1,1,19,1,1,1,1,1,1,2
1,1,1,1,1,3,1,1,1,5,1,1,3
1,1,1,1,1,3,1,1,1,9,1,1,1
1,1,1,1,1,11,1,1,1,2,1,1,4
1,1,1,2,1,66,1,1,1,5,1,1,1
1,1,1,1,1,91,1,1,1,2,1,1,2
1,1,1,1,1,2,1,1,1,6,1,1,1
1,1,1,1,1,61,1,1,1,8,1,1,3
1,1,1,1,1,12,1,1,1,6,1,1,5
1,1,1,1,1,62,1,1,1,10,1,1,2
1,1,1,1,1,87,1,1,1,3,1,1,2
1,1,1,1,1,30,1,1,1,8,1,1,3
1,1,1,1,1,4,1,1,1,1,1,1,1
1,1,1,2,1,54,1,1,1,17,1,1,1
1,1,1,1,1,3,1,1,1,5,1,1,3
1,1,1,1,1,58,1,1,1,4,1,1,6
1,1,1,1,1,4,1,1,1,12,1,1,4
1,1,1,1,1,17,1,1,1,2,1,1,2
1,1,1,2,1,65,1,1,1,5,1,1,13
1,1,1,5,1,50,1,1,1,10,1,1,1
1,1,1,4,1,21,1,1,1,2,1,1,1
1,1,1,1,1,221,1,1,1,5,1,1,3
1,1,1,3,1,103,1,1,1,1,1,1,1
1,1,1,2,1,6,1,1,1,1,1,1,3
1,1,1,1,1,48,1,1,1,4,1,1,2
1,1,1,1,1,76,1,1,1,1,1,1,2
1,1,1,4,1,34,1,1,1,8,1,1,1
1,1,1,2,1,58,1,1,1,1,1,1,11
1,1,1,1,1,77,1,1,1,1,1,1,2
1,1,1,1,1,10,1,1,1,9,1,1,2
1,1,1,1,1,2,1,1,1,7,1,1,2
1,1,1,3,1,23,1,1,1,12,1,1,1
1,1,1,1,1,27,1,1,1,28,1,1,4
1,1,1,1,1,9,1,1,1,3,1,1,3
1,1,1,1,1,56,1,1,1,1,1,1,4
1,1,1,2,1,55,1,1,1,5,1,1,1
1,1,1,2,1,58,1,1,1,4,1,1,1
1,1,1,1,1,25,1,1,1,7,1,1,4
1,1,1,4,1,80,1,1,1,8,1,1,1
1,1,1,2,1,102,1,1,1,1,1,1,1
1,1,1,3,1,20,1,1,1,3,1,1,1
1,1,1,2,1,16,1,1,1,8,1,1,1
1,1,1,1,1,105,1,1,1,1,1,1,5
1,1,1,3,1,39,1,1,1,2,1,1,2
1,1,1,1,1,97,1,1,1,5,1,1,3
1,1,1,1,1,20,1,1,1,15,1,1,2
1,1,1,1,1,64,1,1,1,3,1,1,13
1,1,1,1,1,2,1,1,1,6,1,1,2
1,1,1,4,1,8,1,1,1,3,1,1,3
1,1,1,1,1,2,1,1,1,6,1,1,2
1,1,1,6,1,41,1,1,1,9,1,1,1
1,1,1,2,1,18,1,1,1,6,1,1,6
1,1,1,3,1,12,1,1,1,3,1,1,1
1,1,1,2,1,4,1,1,1,10,1,1,3
1,1,1,1,1,29,1,1,1,2,1,1,7
1,1,1,1,1,1,1,1,1,3,1,1,1
1,1,1,1,1,3,1,1,1,4,1,1,3
1,1,1,2,1,24,1,1,1,11,1,1,1
1,1,1,5,1,53,1,1,1,2,1,1,1
1,1,1,2,1,16,1,1,1,1,1,1,1
1,1,1,3,1,69,1,1,1,1,1,1,1
1,1,1,1,1,25,1,1,1,7,1,1,3
1,1,1,1,1,3,1,1,1,1,1,1,3
1,1,1,2,1,25,1,1,1,10,1,1,1
1,1,1,1,1,3,1,1,1,16,1,1,1
1,1,1,1,1,16,1,1,1,5,1,1,3
1,1,1,1,1,55,1,1,1,1,1,1,4
1,1,1,5,1,37,1,1,1,6,1,1,1
1,1,1,1,1,2,1,1,1,13,1,1,2
1,1,1,6,1,69,1,1,1,4,1,1,1
1,1,1,1,1,10,1,1,1,2,1,1,8
1,1,1,2,1,140,1,1,1,2,1,1,5
1,1,1,1,1,2,1,1,1,7,1,1,2
1,1,1,2,1,41,1,1,1,13,1,1,1
1,1,1,1,1,1,1,1,1,10,1,1,1
1,1,1,3,1,25,1,1,1,4,1,1,2
1,1,1,2,1,10,1,1,1,12,1,1,1
1,1,1,2,1,6,1,1,1,20,1,1,1
1,1,1,2,1,12,1,1,1,10,1,1,1
1,1,1,3,1,66,1,1,1,2,1,1,2
1,1,1,1,1,25,1,1,1,1,1,1,3
1,1,1,1,1,20,1,1,1,4,1,1,3
1,1,1,3,1,26,1,1,1,4,1,1,2
1,1,1,1,1,6,1,1,1,3,1,1,2
1,1,1,1,1,116,1,1,1,2,1,1,3
1,1,1,4,1,99,1,1,1,2,1,1,1
1,1,1,3,1,12,1,1,1,1,1,1,1
1,1,1,2,1,47,1,1,1,6,1,1,1
1,1,1,2,1,38,1,1,1,7,1,1,1
1,1,1,1,1,17,1,1,1,16,1,1,4
1,1,1,2,1,59,1,1,1,8,1,1,1
1,1,1,1,1,7,1,1,1,1,1,1,2
1,1,1,2,1,25,1,1,1,2,1,1,1
1,1,1,2,1,23,1,1,1,2,1,1,1
1,1,1,2,1,87,1,1,1,8,1,1,7
1,1,1,2,1,29,1,1,1,6,1,1,4
1,1,1,1,1,6,1,1,1,7,1,1,4
1,1,1,3,1,19,1,1,1,6,1,1,1
1,1,1,1,1,4,1,1,1,18,1,1,4
1,1,1,1,1,1,1,1,1,28,1,1,1
1,1,1,3,1,23,1,1,1,2,1,1,1
1,1,1,1,1,19,1,1,1,22,1,1,2
1,1,1,1,1,117,1,1,1,1,1,1,3
1,1,1,1,1,50,1,1,1,1,1,1,3
1,1,1,1,1,60,1,1,1,6,1,1,3
1,1,1,1,1,17,1,1,1,5,1,1,4
1,1,1,1,1,21,1,1,1,1,1,1,3
1,1,1,1,1,17,1,1,1,1,1,1,2
1,1,1,1,1,30,1,1,1,4,1,1,2
1,1,1,1,1,15,1,1,1,1,1,1,2
1,1,1,3,1,30,1,1,1,1,1,1,1
1,1,1,1,1,146,1,1,1,4,1,1,2
1,1,1,1,1,43,1,1,1,5,1,1,4
1,1,1,1,1,1,1,1,1,3,1,1,1
1,1,1,4,1,28,1,1,1,3,1,1,1
1,1,1,2,1,76,1,1,1,10,1,1,1
1,1,1,1,1,18,1,1,1,7,1,1,3
1,1,1,1,1,14,1,1,1,1,1,1,2
1,1,1,1,1,5,1,1,1,2,1,1,4
1,1,1,4,1,47,1,1,1,8,1,1,1
1,1,1,1,1,7,1,1,1,5,1,1,4
1,1,1,2,1,21,1,1,1,3,1,1,1
1,1,1,4,1,43,1,1,1,4,1,1,3
1,1,1,2,1,37,1,1,1,1,1,1,1
1,1,1,1,1,18,1,1,1,6,1,1,3
1,1,1,2,1,12,1,1,1,6,1,1,1
1,1,1,1,1,7,1,1,1,14,1,1,2
1,1,1,2,1,18,1,1,1,1,1,1,1
1,1,1,1,1,23,1,1,1,9,1,1,10
1,1,1,2,1,24,1,1,1,3,1,1,6
1,1,1,1,1,5,1,1,1,1,1,1,4
1,1,1,1,1,11,1,1,1,12,1,1,2
1,1,1,1,1,7,1,1,1,2,1,1,2
1,1,1,1,1,25,1,1,1,2,1,1,2
1,1,1,1,1,7,1,1,1,5,1,1,2
1,1,1,1,1,54,1,1,1,3,1,1,5
1,1,1,1,1,65,1,1,1,3,1,1,15
1,1,1,4,1,62,1,1,1,7,1,1,1
1,1,1,2,1,61,1,1,1,7,1,1,1
1,1,1,1,1,78,1,1,1,3,1,1,2
1,1,1,1,1,41,1,1,1,9,1,1,2
1,1,1,5,1,14,1,1,1,9,1,1,2
1,1,1,2,1,8,1,1,1,2,1,1,1
1,1,1,2,1,7,1,1,1,4,1,1,1
1,1,1,1,1,64,1,1,1,15,1,1,4
1,1,1,1,1,68,1,1,1,6,1,1,5
1,1,1,1,1,6,1,1,1,2,1,1,5
1,1,1,6,1,41,1,1,1,3,1,1,2
1,1,1,2,1,25,1,1,1,2,1,1,1
1,1,1,1,1,86,1,1,1,5,1,1,5
1,1,1,2,1,15,1,1,1,4,1,1,1
1,1,1,1,1,14,1,1,1,4,1,1,3
1,1,1,3,1,12,1,1,1,3,1,1,1
1,1,1,1,1,10,1,1,1,1,1,1,2
1,1,1,2,1,11,1,1,1,5,1,1,1
1,1,1,1,1,43,1,1,1,2,1,1,3
1,1,1,1,1,4,1,1,1,15,1,1,2
1,1,1,1,1,13,1,1,1,8,1,1,2
1,1,1,1,1,81,1,1,1,4,1,1,4
1,1,1,1,1,14,1,1,1,3,1,1,2
1,1,1,1,1,18,1,1,1,1,1,1,2
1,1,1,1,1,32,1,1,1,2,1,1,4
1,1,1,1,1,9,1,1,1,4,1,1,7
1,1,1,3,1,14,1,1,1,3,1,1,1
1,1,1,1,1,1,1,1,1,3,1,1,1
1,1,1,1,1,1,1,1,1,2,1,1,1
1,1,1,1,1,22,1,1,1,3,1,1,8
1,1,1,1,1,20,1,1,1,1,1,1,2
1,1,1,1,1,23,1,1,1,2,1,1,2
1,1,1,5,1,69,1,1,1,4,1,1,1
1,1,1,3,1,31,1,1,1,7,1,1,1
1,1,1,1,1,1,1,1,1,4,1,1,1
1,1,1,2,1,38,1,1,1,3,1,1,1
1,1,1,2,1,15,1,1,1,4,1,1,4
1,1,1,1,1,24,1,1,1,6,1,1,3
1,1,1,1,1,44,1,1,1,5,1,1,3
1,1,1,1,1,55,1,1,1,2,1,1,3
1,1,1,1,1,16,1,1,1,2,1,1,3
1,1,1,3,1,17,1,1,1,2,1,1,2
1,1,1,5,1,52,1,1,1,5,1,1,1
1,1,1,1,1,76,1,1,1,1,1,1,2
1,1,1,3,1,8,1,1,1,1,1,1,1
1,1,1,1,1,18,1,1,1,3,1,1,2
1,1,1,1,1,47,1,1,1,6,1,1,5
1,1,1,1,1,23,1,1,1,16,1,1,5
1,1,1,1,1,104,1,1,1,1,1,1,2
1,1,1,1,1,38,1,1,1,2,1,1,3
1,1,1,2,1,60,1,1,1,7,1,1,6
1,1,1,2,1,75,1,1,1,1,1,1,1
1,1,1,1,1,37,1,1,1,5,1,1,7
1,1,1,2,1,12,1,1,1,2,1,1,5
1,1,1,2,1,26,1,1,1,1,1,1,1
1,1,1,1,1,63,1,1,1,2,1,1,3
1,1,1,1,1,30,1,1,1,7,1,1,2
1,1,1,2,1,100,1,1,1,5,1,1,1
1,1,1,8,1,40,1,1,1,5,1,1,1
1,1,1,8,1,34,1,1,1,6,1,1,1
1,1,1,4,1,28,1,1,1,1,1,1,1
1,1,1,1,1,2,1,1,1,10,1,1,1
1,1,1,2,1,5,1,1,1,6,1,1,1
1,1,1,1,1,22,1,1,1,1,1,1,2
1,1,1,1,1,17,1,1,1,3,1,1,3
1,1,1,2,1,6,1,1,1,14,1,1,1
1,1,1,1,1,16,1,1,1,2,1,1,2
1,1,1,1,1,6,1,1,1,4,1,1,2
1,1,1,1,1,24,1,1,1,9,1,1,2
1,1,1,1,1,26,1,1,1,3,1,1,2
1,1,1,1,1,8,1,1,1,1,1,1,3
1,1,1,3,1,11,1,1,1,4,1,1,1
1,1,1,1,1,116,1,1,1,4,1,1,5
1,1,1,4,1,27,1,1,1,3,1,1,3
1,1,1,1,1,38,1,1,1,4,1,1,5
1,1,1,1,1,3,1,1,1,1,1,1,2
1,1,1,2,1,3,1,1,1,1,1,1,1
1,1,1,2,1,66,1,1,1,8,1,1,3
1,1,1,2,1,20,1,1,1,11,1,1,5
1,1,1,3,1,70,1,1,1,6,1,1,1
1,1,1,1,1,16,1,1,1,2,1,1,2
1,1,1,1,1,21,1,1,1,3,1,1,6
1,1,1,2,1,32,1,1,1,2,1,1,6
1,1,1,1,1,36,1,1,1,1,1,1,7
1,1,1,1,1,87,1,1,1,5,1,1,4
1,1,1,1,1,16,1,1,1,2,1,1,4
1,1,1,1,1,4,1,1,1,12,1,1,2
1,1,1,1,1,2,1,1,1,1,1,1,2
1,1,1,3,1,27,1,1,1,14,1,1,1
1,1,1,2,1,29,1,1,1,5,1,1,1
1,1,1,1,1,12,1,1,1,6,1,1,2
1,1,1,1,1,13,1,1,1,8,1,1,2
1,1,1,1,1,31,1,1,1,5,1,1,4
1,1,1,1,1,7,1,1,1,22,1,1,3
1,1,1,1,1,18,1,1,1,2,1,1,2
1,1,1,1,1,35,1,1,1,1,1,1,3
1,1,1,3,1,10,1,1,1,7,1,1,1
1,1,1,2,1,19,1,1,1,8,1,1,1
1,1,1,4,1,73,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,1,1,1
1,1,1,1,1,24,1,1,1,7,1,1,6
1,1,1,2,1,17,1,1,1,6,1,1,1
1,1,1,3,1,20,1,1,1,1,1,1,1
1,1,1,1,1,14,1,1,1,16,1,1,3
1,1,1,2,1,111,1,1,1,3,1,1,4
1,1,1,1,1,17,1,1,1,11,1,1,3
1,1,1,1,1,7,1,1,1,3,1,1,6
1,1,1,1,1,45,1,1,1,4,1,1,12
1,1,1,2,1,19,1,1,1,1,1,1,1
1,1,1,1,1,2,1,1,1,6,1,1,2
1,1,1,2,1,24,1,1,1,2,1,1,4
1,1,1,2,1,29,1,1,1,7,1,1,1
1,1,1,3,1,4,1,1,1,1,1,1,1
1,1,1,1,1,48,1,1,1,7,1,1,2
1,1,1,1,1,14,1,1,1,1,1,1,2
1,1,1,3,1,44,1,1,1,9,1,1,1
1,1,1,1,1,23,1,1,1,7,1,1,3
1,1,1,1,1,26,1,1,1,1,1,1,4
1,1,1,1,1,59,1,1,1,3,1,1,3
1,1,1,1,1,2,1,1,1,4,1,1,2
1,1,1,3,1,5,1,1,1,3,1,1,1
1,1,1,1,1,44,1,1,1,5,1,1,3
1,1,1,1,1,27,1,1,1,3,1,1,3
1,1,1,2,1,18,1,1,1,3,1,1,1
1,1,1,1,1,6,1,1,1,1,1,1,3
1,1,1,1,1,18,1,1,1,9,1,1,3
1,1,1,1,1,69,1,1,1,2,1,1,2
1,1,1,1,1,9,1,1,1,5,1,1,2
1,1,1,1,1,5,1,1,1,3,1,1,4
1,1,1,1,1,49,1,1,1,2,1,1,2
1,1,1,1,1,70,1,1,1,1,1,1,4
1,1,1,1,1,55,1,1,1,4,1,1,7
1,1,1,2,1,30,1,1,1,12,1,1,1
1,1,1,2,1,14,1,1,1,1,1,1,1
1,1,1,1,1,10,1,1,1,7,1,1,2
1,1,1,2,1,15,1,1,1,3,1,1,1
1,1,1,1,1,19,1,1,1,15,1,1,2
1,1,1,1,1,13,1,1,1,4,1,1,5
1,1,1,1,1,204,1,1,1,2,1,1,2
1,1,1,1,1,8,1,1,1,1,1,1,2
1,1,1,1,1,42,1,1,1,11,1,1,2
1,1,1,1,1,2,1,1,1,1,1,1,1
1,1,1,2,1,62,1,1,1,7,1,1,1
1,1,1,3,1,24,1,1,1,13,1,1,2
1,1,1,1,1,14,1,1,1,2,1,1,3
1,1,1,1,1,10,1,1,1,1,1,1,7
1,1,1,1,1,7,1,1,1,14,1,1,4
1,1,1,1,1,137,1,1,1,6,1,1,3
1,1,1,1,1,4,1,1,1,6,1,1,1
1,1,1,1,1,16,1,1,1,1,1,1,2
1,1,1,3,1,77,1,1,1,8,1,1,1
1,1,1,1,1,5,1,1,1,3,1,1,2
1,1,1,2,1,4,1,1,1,3,1,1,1
1,1,1,3,1,12,1,1,1,1,1,1,1
1,1,1,3,1,46,1,1,1,8,1,1,1
1,1,1,4,1,30,1,1,1,8,1,1,1
1,1,1,2,1,45,1,1,1,17,1,1,1
1,1,1,2,1,23,1,1,1,3,1,1,1
1,1,1,4,1,11,1,1,1,2,1,1,1
1,1,1,1,1,7,1,1,1,1,1,1,7
1,1,1,1,1,15,1,1,1,2,1,1,5
1,1,1,1,1,27,1,1,1,2,1,1,9
1,1,1,3,1,41,1,1,1,9,1,1,1
1,1,1,1,1,12,1,1,1,2,1,1,2
1,1,1,2,1,10,1,1,1,2,1,1,1
1,1,1,1,1,14,1,1,1,2,1,1,3
1,1,1,3,1,17,1,1,1,6,1,1,1
1,1,1,2,1,46,1,1,1,1,1,1,1
1,1,1,1,1,14,1,1,1,6,1,1,2
1,1,1,6,1,36,1,1,1,3,1,1,1
1,1,1,1,1,3,1,1,1,13,1,1,2
1,1,1,1,1,31,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,7,1,1,1
1,1,1,1,1,21,1,1,1,8,1,1,2
1,1,1,2,1,29,1,1,1,11,1,1,1
1,1,1,1,1,15,1,1,1,1,1,1,3
1,1,1,2,1,3,1,1,1,4,1,1,1
1,1,1,1,1,2,1,1,1,6,1,1,2
1,1,1,5,1,30,1,1,1,1,1,1,2
1,1,1,4,1,11,1,1,1,13,1,1,3
1,1,1,1,1,9,1,1,1,1,1,1,3
1,1,1,1,1,26,1,1,1,2,1,1,2
1,1,1,1,1,13,1,1,1,5,1,1,2
1,1,1,1,1,2,1,1,1,4,1,1,2
1,1,1,1,1,50,1,1,1,1,1,1,2
1,1,1,1,1,20,1,1,1,9,1,1,4
1,1,1,1,1,9,1,1,1,5,1,1,4
1,1,1,1,1,16,1,1,1,1,1,1,2
1,1,1,1,1,8,1,1,1,10,1,1,4
1,1,1,1,1,45,1,1,1,10,1,1,4
1,1,1,1,1,26,1,1,1,3,1,1,4
1,1,1,1,1,45,1,1,1,2,1,1,4
1,1,1,1,1,43,1,1,1,6,1,1,2
1,1,1,1,1,5,1,1,1,3,1,1,2
1,1,1,1,1,107,1,1,1,1,1,1,2
1,1,1,1,1,16,1,1,1,6,1,1,11
1,1,1,1,1,40,1,1,1,1,1,1,3
1,1,1,2,1,18,1,1,1,1,1,1,1
1,1,1,2,1,4,1,1,1,13,1,1,1
1,1,1,1,1,5,1,1,1,3,1,1,4
1,1,1,1,1,18,1,1,1,10,1,1,3
1,1,1,1,1,17,1,1,1,8,1,1,9
1,1,1,1,1,6,1,1,1,3,1,1,2
1,1,1,2,1,121,1,1,1,3,1,1,1
1,1,1,1,1,39,1,1,1,7,1,1,3
1,1,1,1,1,13,1,1,1,4,1,1,13
1,1,1,2,1,60,1,1,1,3,1,1,1
1,1,1,2,1,5,1,1,1,4,1,1,1
1,1,1,4,1,8,1,1,1,9,1,1,2
1,1,1,1,1,76,1,1,1,2,1,1,5
1,1,1,2,1,21,1,1,1,1,1,1,1
1,1,1,1,1,16,1,1,1,5,1,1,4
1,1,1,1,1,2,1,1,1,22,1,1,1
1,1,1,1,1,17,1,1,1,16,1,1,2
1,1,1,3,1,37,1,1,1,1,1,1,1
1,1,1,1,1,6,1,1,1,5,1,1,5
1,1,1,5,1,112,1,1,1,1,1,1,2
1,1,1,4,1,74,1,1,1,2,1,1,1
1,1,1,1,1,44,1,1,1,9,1,1,5
1,1,1,2,1,38,1,1,1,2,1,1,1
1,1,1,1,1,11,1,1,1,5,1,1,5
1,1,1,1,1,42,1,1,1,1,1,1,2
1,1,1,1,1,4,1,1,1,2,1,1,2
1,1,1,1,1,58,1,1,1,1,1,1,17
1,1,1,2,1,47,1,1,1,1,1,1,1
1,1,1,1,1,4,1,1,1,1,1,1,4
1,1,1,1,1,21,1,1,1,1,1,1,4
1,1,1,1,1,19,1,1,1,2,1,1,2
1,1,1,1,1,4,1,1,1,2,1,1,2
1,1,1,1,1,7,1,1,1,2,1,1,2
1,1,1,1,1,109,1,1,1,9,1,1,6
1,1,1,1,1,37,1,1,1,2,1,1,2
1,1,1,1,1,17,1,1,1,1,1,1,2
1,1,1,1,1,42,1,1,1,1,1,1,2
1,1,1,1,1,2,1,1,1,3,1,1,1
1,1,1,1,1,18,1,1,1,2,1,1,3
1,1,1,1,1,3,1,1,1,21,1,1,2
1,1,1,1,1,6,1,1,1,1,1,1,3
1,1,1,1,1,16,1,1,1,10,1,1,6
1,1,1,4,1,40,1,1,1,8,1,1,1
1,1,1,1,1,19,1,1,1,1,1,1,2
1,1,1,2,1,18,1,1,1,2,1,1,1
1,1,1,1,1,2,1,1,1,1,1,1,2
1,1,1,1,1,6,1,1,1,1,1,1,2
1,1,1,8,1,35,1,1,1,4,1,1,2
1,1,1,2,1,5,1,1,1,7,1,1,1
1,1,1,2,1,7,1,1,1,13,1,1,1
1,1,1,1,1,49,1,1,1,5,1,1,4
1,1,1,1,1,47,1,1,1,13,1,1,4
1,1,1,1,1,55,1,1,1,2,1,1,4
1,1,1,3,1,4,1,1,1,1,1,1,2
1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,2,1,8,1,1,1,2,1,1,1
1,1,1,1,1,24,1,1,1,8,1,1,4
1,1,1,2,1,58,1,1,1,2,1,1,1
1,1,1,1,1,52,1,1,1,3,1,1,2
1,1,1,1,1,22,1,1,1,4,1,1,2
1,1,1,2,1,23,1,1,1,2,1,1,1
1,1,1,1,1,74,1,1,1,5,1,1,3
1,1,1,1,1,26,1,1,1,2,1,1,2
1,1,1,1,1,7,1,1,1,3,1,1,3
1,1,1,2,1,53,1,1,1,5,1,1,1
1,1,1,2,1,80,1,1,1,5,1,1,3
1,1,1,2,1,34,1,1,1,1,1,1,1
1,1,1,1,1,95,1,1,1,5,1,1,4
1,1,1,2,1,3,1,1,1,6,1,1,1
1,1,1,3,1,39,1,1,1,5,1,1,1
1,1,1,1,1,117,1,1,1,10,1,1,2
1,1,1,2,1,18,1,1,1,40,1,1,1
1,1,1,1,1,4,1,1,1,10,1,1,4
1,1,1,1,1,88,1,1,1,2,1,1,2
1,1,1,1,1,1,1,1,1,12,1,1,1
1,1,1,2,1,8,1,1,1,1,1,1,1
1,1,1,1,1,14,1,1,1,9,1,1,3
1,1,1,1,1,5,1,1,1,6,1,1,2
1,1,1,2,1,42,1,1,1,13,1,1,1
1,1,1,1,1,3,1,1,1,7,1,1,2
1,1,1,2,1,93,1,1,1,2,1,1,3
1,1,1,2,1,46,1,1,1,8,1,1,5
1,1,1,3,1,13,1,1,1,4,1,1,1
1,1,1,2,1,27,1,1,1,4,1,1,1
1,1,1,2,1,79,1,1,1,8,1,1,1
1,1,1,1,1,27,1,1,1,12,1,1,5
1,1,1,1,1,10,1,1,1,1,1,1,8
1,1,1,1,1,15,1,1,1,3,1,1,5
1,1,1,1,1,24,1,1,1,5,1,1,2
1,1,1,2,1,19,1,1,1,23,1,1,3
1,1,1,1,1,36,1,1,1,4,1,1,2
1,1,1,1,1,5,1,1,1,9,1,1,5
1,1,1,1,1,9,1,1,1,1,1,1,2
1,1,1,3,1,17,1,1,1,22,1,1,2
1,1,1,3,1,22,1,1,1,4,1,1,1
1,1,1,1,1,26,1,1,1,9,1,1,3
1,1,1,2,1,59,1,1,1,8,1,1,1
1,1,1,1,1,19,1,1,1,2,1,1,3
1,1,1,1,1,45,1,1,1,1,1,1,4
1,1,1,3,1,16,1,1,1,4,1,1,2
1,1,1,3,1,78,1,1,1,9,1,1,1
1,1,1,1,1,26,1,1,1,1,1,1,6
1,1,1,1,1,63,1,1,1,2,1,1,2
1,1,1,2,1,13,1,1,1,1,1,1,1
1,1,1,1,1,45,1,1,1,1,1,1,2
1,1,1,2,1,38,1,1,1,14,1,1,9
1,1,1,3,1,42,1,1,1,6,1,1,2
1,1,1,2,1,86,1,1,1,2,1,1,1
1,1,1,4,1,19,1,1,1,5,1,1,1
1,1,1,1,1,80,1,1,1,1,1,1,3
1,1,1,1,1,3,1,1,1,2,1,1,3
